Actor2Code	Actor2Name	Actor2CountryCode	Actor2KnownGroupCode	Actor2EthnicCode	Actor2Religion1Code	Actor2Religion2Code	Actor2Type1Code	Actor2Type2Code	Actor2Type3Code
BUS	INDUSTRY						BUS		
BUS	INDUSTRY						BUS		
NOR	NORWAY	NOR							
									
IRN	IRAN	IRN							
CHN	CHINESE	CHN							
									
GOV	GOVERNMENT						GOV		
GOV	GOVERNMENT						GOV		
									
AFR	AFRICA	AFR							
BUS	COMPANIES						BUS		
BUS	CORPORATION						BUS		
CHNGOV	CHINESE	CHN					GOV		
GRC	ITHACA	GRC							
GUY	GUYANA	GUY							
IRL	IRELAND	IRL							
ISR	ISRAELI	ISR							
JAM	JAMAICA	JAM							
JAM	JAMAICA	JAM							
JAM	JAMAICA	JAM							
JUD	PROSECUTOR						JUD		
LEG	PARLIAMENT						LEG		
LEG	SENATE						LEG		
MED	PUBLISHER						MED		
MNCUSAHLH	PFIZER	USA					MNC	HLH	
SDN	SUDANESE	SDN							
TUR	TURKISH	TUR							
USA	UNITED STATES	USA							
BUSLAB	COMPANY						BUS	LAB	
AFRGOV	AFRICA	AFR					GOV		
LEG	PARLIAMENT						LEG		
IND	UTTAR PRADESH	IND							
									
AUSLEG	AUSTRALIA	AUS					LEG		
									
									
									
CHN	CHINA	CHN							
CHN	CHINA	CHN							
EUR	EUROPEAN	EUR							
GOV	PRESIDENT						GOV		
GOV	FINANCE MINIST						GOV		
JPNGOV	JAPANESE	JPN					GOV		
LEG	LAWMAKER						LEG		
USA	THE US	USA							
NAM	NAMIBIA	NAM							
NAM	NAMIBIA	NAM							
									
									
GOV	PUBLIC SECTOR						GOV		
CHN	CHINA	CHN							
CHN	CHINESE	CHN							
CHN	CHINESE	CHN							
EDU	STUDENT						EDU		
CVL	CITIZEN						CVL		
USA	LOUISVILLE	USA							
									
									
GOV	GOVERNMENT						GOV		
MED	MEDIA						MED		
TWN	TAIWAN	TWN							
DEU	MUNICH	DEU							
CHRCTH	CATHOLIC				CHR	CTH			
JAMOPP	JAMAICA	JAM					OPP		
OPP	OPPOSITION SENATOR						OPP		
BUS	PRODUCER						BUS		
GOV	GOVERNOR						GOV		
USA	UNITED STATES	USA							
									
									
									
									
									
									
BUS	BANK						BUS		
CHN	CHINESE	CHN							
CHNELI	CHINESE	CHN					ELI		
ELI	FIRST LADY						ELI		
JUD	CONSTITUTIONAL COURT						JUD		
KAZ	KAZAKHSTAN	KAZ							
MDV	MALDIVE	MDV							
PHL	PHILIPPINE	PHL							
TWN	TAIWAN	TWN							
									
									
GUY	GUYANA	GUY							
COP	POLICE						COP		
GRCHLH	THESSALONIKI	GRC					HLH		
GRC	THESSALONIKI	GRC							
GRC	THESSALONIKI	GRC							
									
GOVEDU	MINIST OF EDUCATION						GOV	EDU	
IND	VIJAYAWADA	IND							
									
ISR	ISRAELI	ISR							
ISR	ISRAELI	ISR							
NOR	NORWAY	NOR							
UAF	ARMED GROUP						UAF		
RAD	EXTREMIST						RAD		
RAD	EXTREMIST						RAD		
RAD	EXTREMIST						RAD		
RAD	EXTREMIST						RAD		
IRNGOV	IRAN	IRN					GOV		
ISRUAF	ISRAEL	ISR					UAF		
									
									
									
OPP	OPPOSITION SENATOR						OPP		
									
BUS	INVESTOR						BUS		
									
BUS	COMPANY						BUS		
JPN	JAPAN	JPN							
JPN	JAPAN	JPN							
PRK	NORTH KOREA	PRK							
									
									
GOV	PRESIDENT						GOV		
GOV	PRESIDENT						GOV		
TUR	TURKEY	TUR							
VEN	VENEZUELAN	VEN							
									
BUS	COMPANY						BUS		
USA	UNITED STATES	USA							
									
									
									
									
NAM	NAMIBIAN	NAM							
NAM	NAMIBIAN	NAM							
									
IRN	IRAN	IRN							
MED	MEDIA						MED		
COP	POLICE						COP		
									
									
GOV	PRESIDENT						GOV		
GOV	PRESIDENT						GOV		
PHL	FILIPINO	PHL							
GOV	PRESIDENT						GOV		
GOV	SOVEREIGN						GOV		
GOV	SOVEREIGN						GOV		
GOV	PRESIDENT						GOV		
JPN	JAPAN	JPN							
IRQ	IRAQ	IRQ							
IRQ	IRAQ	IRQ							
SYR	SYRIA	SYR							
									
									
									
RAD	EXTREMIST						RAD		
RAD	EXTREMIST						RAD		
SYR	SYRIA	SYR							
									
CVL	INDIGENOUS PEOPLE						CVL		
USA	UNITED STATES	USA							
									
									
BUS	COMPANY						BUS		
BUS	PRODUCER						BUS		
COP	POLICE						COP		
FIN	FINN	FIN							
IGOEUREEC	THE EU	EUR	EEC				IGO		
MED	PUBLISHER						MED		
SPY	INTELLIGENCE						SPY		
BUS	COMPANY						BUS		
									
LEG	CONGRESS						LEG		
VENGOV	VENEZUELA	VEN					GOV		
ZAFGOV	JOHANNESBURG	ZAF					GOV		
GOV	PRESIDENT						GOV		
AFR	AFRICA	AFR							
BUS	COMPANY						BUS		
COP	POLICE OFFICER						COP		
CVL	MIGRANT						CVL		
GOV	HEAD OF STATE						GOV		
GOVAGR	MINIST OF AGRICULTURE						GOV	AGR	
ISR	ISRAEL	ISR							
JPN	JAPANESE	JPN							
LBY	LIBYA	LBY							
LEG	PARLIAMENT						LEG		
LEG	PARLIAMENT						LEG		
LEG	CHAMBER						LEG		
MNCMYS	PETRONAS	MYS					MNC		
NGODEV	ZONTA						NGO	DEV	
OPP	THE OPPOSITION						OPP		
TWN	TAIWAN	TWN							
									
									
									
NGODEV	ZONTA						NGO	DEV	
AFR	AFRICA	AFR							
HLH	HOSPITAL						HLH		
									
									
USA	UNITED STATES	USA							
USA	UNITED STATES	USA							
									
GHA	GHANA	GHA							
JPN	JAPAN	JPN							
AUS	AUSTRALIAN	AUS							
GBR	UNITED KINGDOM	GBR							
GBR	UNITED KINGDOM	GBR							
GBR	SCOTLAND	GBR							
GOV	AUTHORITIES						GOV		
MMRCVL	MYANMAR	MMR					CVL		
FIN	FINLAND	FIN							
CUB	CUBA	CUB							
CUB	CUBA	CUB							
CUB	CUBA	CUB							
CUB	CUBA	CUB							
CUB	CUBA	CUB							
CUB	CUBA	CUB							
CUB	CUBA	CUB							
CUB	CUBA	CUB							
									
									
									
MYSMED	SABAH	MYS					MED		
ZAF	LIMPOPO	ZAF							
									
									
									
MED	MEDIA						MED		
									
IRL	CORK	IRL							
USA	UNITED STATES	USA							
PTY	POLITICAL PARTIES								
									
									
									
BRB	BARBADOS	BRB							
BRB	BARBADOS	BRB							
BRB	BARBADOS	BRB							
BRB	BARBADOS	BRB							
BRB	BARBADOS	BRB							
									
									
BUS	BUSINESS						BUS		
LBY	LIBYA	LBY							
MIL	DEFENSE FORCE						MIL		
									
									
									
EDULAB	SCHOOL						EDU	LAB	
									
KAZ	KAZAKHSTAN	KAZ							
BLR	BELARUS	BLR							
GOVAGR	MINIST OF AGRICULTURE						GOV	AGR	
USA	THE US	USA							
AUSCOP	AUSTRALIAN	AUS					COP		
AUSCOP	AUSTRALIAN	AUS					COP		
USA	UNITED STATES	USA							
USA	UNITED STATES	USA							
AUS	AUSTRALIA	AUS							
									
									
									
									
AFR	AFRICA	AFR							
BUS	PRODUCER						BUS		
CRM	KILLERS						CRM		
CRM	KILLERS						CRM		
CVL	COMMUNITY						CVL		
MYS	SARAWAK	MYS							
FRA	FRENCH	FRA							
NGOUSA	GATES FOUNDATION	USA					NGO		
AGO	ANGOLA	AGO							
MED	WEBSITE						MED		
									
									
									
AUS	AUSTRALIA	AUS							
									
GOV	PRESIDENT						GOV		
SLV	SANTA ANA	SLV							
									
									
EUR	EUROPE	EUR							
EUR	EUROPE	EUR							
									
									
									
SOMREF	SOMALI	SOM					REF		
									
									
GOV	AMBASSADOR						GOV		
IGOEUREECGOV	THE EU	EUR	EEC				IGO	GOV	
									
									
									
BUS	COMPANIES						BUS		
									
CVL	MIGRANT						CVL		
MED	NEWS AGENCY						MED		
									
									
									
COP	POLICE OFFICER						COP		
COP	POLICE OFFICER						COP		
GOV	PRESIDENT						GOV		
GOV	GOVERNMENT						GOV		
									
CHN	CHINA	CHN							
									
									
IND	KARNATAKA	IND							
LBY	LIBYA	LBY							
									
									
CRM	PERPETRATOR						CRM		
MMRGOV	MYANMAR	MMR					GOV		
									
									
									
									
									
TCD	CHAD	TCD							
GOVAGR	MINIST OF AGRICULTURE						GOV	AGR	
									
GOV	KING						GOV		
									
COPGOV	DEPUTY						COP	GOV	
GOV	GOVERNMENT						GOV		
JPN	JAPAN	JPN							
MIL	MILITARY						MIL		
USA	UNITED STATES	USA							
USA	UNITED STATES	USA							
KEN	KENYA	KEN							
KEN	KENYA	KEN							
NGA	NIGERIA	NGA							
NGA	NIGERIA	NGA							
NGA	NIGERIA	NGA							
NGA	NIGERIA	NGA							
									
COP	POLICE OFFICER						COP		
COP	POLICE OFFICER						COP		
CVL	CITIZEN						CVL		
CVL	CITIZEN						CVL		
GBR	UNITED KINGDOM	GBR							
GOV	REGIME						GOV		
LEG	CHAMBER						LEG		
NGODEV	ZONTA						NGO	DEV	
SLV	SANTA ANA	SLV							
USACOP	UNITED STATES	USA					COP		
USACOP	UNITED STATES	USA					COP		
									
									
									
									
BUS	INDUSTRY						BUS		
SLV	SANTA ANA	SLV							
									
									
									
									
									
HLH	DOCTOR						HLH		
LKA	SRI LANKA	LKA							
LKA	SRI LANKA	LKA							
									
LKA	SRI LANKA	LKA							
NZL	WELLINGTON	NZL							
									
BUS	AIRLINE						BUS		
CHRPRO300	PRESBYTERIAN				CHR	PRO			
CRM	BURGLAR						CRM		
DNK	DENMARK	DNK							
GOV	SOVEREIGN						GOV		
GOV	PRIME MINISTER						GOV		
IND	MAHARASHTRA	IND							
MNCUSA	NETFLIX	USA					MNC		
NZL	AOTEAROA	NZL							
RUS	RUSSIA	RUS							
RUS	RUSSIA	RUS							
RUS	RUSSIA	RUS							
USAGOV	OBAMA	USA					GOV		
GOV	REGULATOR						GOV		
LEG	PARLIAMENT						LEG		
LEG	PARLIAMENT						LEG		
GOVHLH	HEALTH DEPARTMENT						GOV	HLH	
									
									
CRM	CRIMINAL						CRM		
MWI	MALAWI	MWI							
MWI	MALAWI	MWI							
									
									
									
									
CVLLEG	COMMUNITY						CVL	LEG	
GOV	PRESIDENT						GOV		
SDN	SUDAN	SDN							
CVL	COMMUNITY						CVL		
IGOEUREEC	THE EU	EUR	EEC				IGO		
									
									
RUS	RUSSIA	RUS							
EUR	EUROPEAN	EUR							
EUR	EUROPEAN	EUR							
									
AUS	AUSTRALIA	AUS							
LKA	SRI LANKA	LKA							
LKA	SRI LANKA	LKA							
									
									
AUS	AUSTRALIAN	AUS							
CVL	MIGRANT						CVL		
CVL	MIGRANT						CVL		
FRA	FRENCH	FRA							
LEG	PARLIAMENT						LEG		
LEG	CONGRESS						LEG		
LEG	LAWMAKER						LEG		
MEX	MEXICO	MEX							
MEX	MEXICO	MEX							
NZLLEG	NEW ZEALAND	NZL					LEG		
NZLLEG	NEW ZEALAND	NZL					LEG		
SDN	SUDAN	SDN							
SDN	SUDAN	SDN							
									
									
AUS	AUSTRALIA	AUS							
NGA	NIGERIA	NGA							
									
									
									
									
									
UKR	UKRAINE	UKR							
UKR	UKRAINE	UKR							
									
									
									
									
kan	KANNADA			kan					
MNCUSA	NETFLIX	USA					MNC		
									
									
									
PAK	PAKISTAN	PAK							
AFG	AFGHANISTAN	AFG							
RUS	RUSSIA	RUS							
									
INDGOVLAB	MALLIKARJUN KHARGE	IND					GOV	LAB	
									
EUR	EUROPEAN	EUR							
EUR	EUROPEAN	EUR							
GOV	GOVERNMENT						GOV		
HIN	HINDU				HIN				
LEG	PARLIAMENT						LEG		
									
									
MNCUSA	NETFLIX	USA					MNC		
									
CVL	MIGRANT						CVL		
GOV	GOVERNMENT						GOV		
GOV	GOVERNMENT						GOV		
									
RUS	RUSSIA	RUS							
									
IRL	TARA	IRL							
MED	MEDIA						MED		
									
									
									
MWI	MALAWI	MWI							
CRM	CRIMINAL						CRM		
									
									
RUS	RUSSIA	RUS							
RUS	RUSSIA	RUS							
RUS	RUSSIA	RUS							
UKRLEG	UKRAINE	UKR					LEG		
EUR	EUROPEAN	EUR							
SAUCVL	SAUDI	SAU					CVL		
SAUCVL	SAUDI ARABIA	SAU					CVL		
ZMB	ZAMBIA	ZMB							
ZMB	ZAMBIA	ZMB							
GOV	SOVEREIGN						GOV		
RUS	RUSSIA	RUS							
IGOUNOGOV	THE UN		UNO				IGO	GOV	
NZLLEG	NEW ZEALAND	NZL					LEG		
									
									
									
LEG	CONGRESS						LEG		
SPY	INTELLIGENCE						SPY		
									
LEG	CONGRESS						LEG		
USA	ARIZONA	USA							
USA	UNITED STATES	USA							
LEG	LAWMAKER						LEG		
LEG	LAWMAKER						LEG		
MED	PUBLISHER						MED		
ITA	ITALIAN	ITA							
ITA	ITALIAN	ITA							
									
									
GOV	PRESIDENT						GOV		
									
AFR	AFRICA	AFR							
BUS	COMPANIES						BUS		
BUS	COMPANIES						BUS		
COP	POLICE						COP		
CVL	COMMUNITY						CVL		
CVL	COMMUNITY						CVL		
EUR	EUROPE	EUR							
GRC	GREEK	GRC							
GRCCOP	GREEK	GRC					COP		
MED	PUBLISHER						MED		
PAK	PAKISTAN	PAK							
PHL	PHILIPPINE	PHL							
SGP	SINGAPOREAN	SGP							
TUN	TUNISIA	TUN							
TUN	TUNISIA	TUN							
TUN	TUNISIA	TUN							
TUN	TUNISIA	TUN							
VNM	VIETNAM	VNM							
VNM	VIETNAM	VNM							
VNMBUS	HO CHI MINH CITY	VNM					BUS		
kan	KANNADA			kan					
AFGCOP	AFGHANISTAN	AFG					COP		
AFG	KABUL	AFG							
									
NGA	NIGERIA	NGA							
KEN	KENYAN	KEN							
KEN	KENYAN	KEN							
									
									
SWE	SWEDEN	SWE							
									
									
									
									
									
									
									
									
									
									
GOV	FINANCE MINIST						GOV		
MNCUSAMED	GOOGLE	USA					MNC	MED	
chyGOV	CHEYENNE			chy			GOV		
									
GOVHLH	MINIST OF HEALTH						GOV	HLH	
GOVHLH	MINIST OF HEALTH						GOV	HLH	
MED	PUBLICATION						MED		
MED	PUBLICATION						MED		
MED	PUBLICATION						MED		
MED	PUBLICATION						MED		
MED	PUBLICATION						MED		
MED	PUBLICATION						MED		
									
LAO	LAOS	LAO							
LAO	LAOS	LAO							
									
									
OPP	DEMONSTRATOR						OPP		
									
GOV	PRIME MINISTER						GOV		
GOV	PRIME MINISTER						GOV		
									
									
									
LAB	EMPLOYEE						LAB		
									
EDU	STUDENT						EDU		
									
BUS	CAR MAKER						BUS		
COP	POLICE						COP		
POL	POLAND	POL							
USAMED	REUTERS	USA					MED		
USAMED	REUTERS	USA					MED		
									
GOVHLH	HEALTH OFFICIAL						GOV	HLH	
GRC	GREEK	GRC							
LAB	WORKER						LAB		
									
									
									
									
TUR	TURKEY	TUR							
TUR	TURKEY	TUR							
JUD	JUDGE						JUD		
									
									
GOV	CABINET						GOV		
PHL	PHILIPPINE	PHL							
PHL	PHILIPPINE	PHL							
									
									
									
BUS	COMPANIES						BUS		
BUS	COMPANY						BUS		
BUS	INDUSTRY						BUS		
BUS	EMPLOYER						BUS		
CUB	CUBAN	CUB							
CUBGOV	CUBAN	CUB					GOV		
GRC	ATHENS	GRC							
PAK	PAKISTAN	PAK							
REL	RELIGION								
REL	RELIGION								
UAF	TERRORIST						UAF		
UIS	MEMBER NATION						UIS		
									
									
ISR	ISRAEL	ISR							
									
									
NGA	LAGOS	NGA							
GBR	UNITED KINGDOM	GBR							
GOV	GOVERNANCE						GOV		
GOV	GOVERNANCE						GOV		
GOV	GOVERNANCE						GOV		
GOV	GOVERNANCE						GOV		
MNCUSAMED	GOOGLE	USA					MNC	MED	
GRC	GREEK	GRC							
MIL	NAVY						MIL		
									
FRA	FRANCE	FRA							
REB	SUICIDE BOMBER						REB		
									
PRK	NORTH KOREA	PRK							
									
HLH	HOSPITAL						HLH		
HLHEDU	HEALTH PROFESSIONAL						HLH	EDU	
									
USAMED	REUTERS	USA					MED		
NGA	NIGERIA	NGA							
NGA	NIGERIA	NGA							
SEN	SENEGAL	SEN							
CVL	VOTER						CVL		
									
									
									
									
									
									
BUS	BUSINESS						BUS		
CAN	CANADA	CAN							
CAN	CANADA	CAN							
COP	POLICE						COP		
EDUCVL	SCHOOL						EDU	CVL	
MNCUSAMED	GOOGLE	USA					MNC	MED	
									
CHN	CHINESE	CHN							
JPN	OKINAWA	JPN							
BUS	BUSINESS						BUS		
SGP	SINGAPORE	SGP							
BUS	COMPANY						BUS		
MED	PUBLISHER						MED		
									
									
AFR	AFRICA	AFR							
GHA	GHANA	GHA							
LEG	LAWMAKER						LEG		
									
USA	UNITED STATES	USA							
MNCUSAMED	GOOGLE	USA					MNC	MED	
									
COP	POLICE						COP		
COP	POLICE						COP		
									
									
									
GBR	UNITED KINGDOM	GBR							
GBR	UNITED KINGDOM	GBR							
GOV	SOVEREIGN						GOV		
GOV	SOVEREIGN						GOV		
									
GOV	GOVERNMENT						GOV		
JUD	PROSECUTOR						JUD		
SWE	SWEDEN	SWE							
GOV	GOVERNOR						GOV		
GOV	PRESIDENT						GOV		
IRN	IRAN	IRN							
KEN	NAIROBI	KEN							
KEN	NAIROBI	KEN							
MAR	MOROCCO	MAR							
									
									
BUS	COMPANY						BUS		
REB	SUICIDE BOMBER						REB		
									
									
									
									
EUR	EUROPE	EUR							
GOV	GOVERNMENT						GOV		
GOV	GOVERNMENT						GOV		
									
									
									
									
COP	POLICE						COP		
USAELI	JIMMY CARTER	USA					ELI		
USAELI	JIMMY CARTER	USA					ELI		
USAMED	REUTERS	USA					MED		
USA	UNITED STATES	USA							
USA	UNITED STATES	USA							
LEG	PARLIAMENT						LEG		
GOV	GOVERNMENT						GOV		
VNMBUS	HO CHI MINH CITY	VNM					BUS		
VNMBUS	HO CHI MINH CITY	VNM					BUS		
									
tts	TUTSI			tts					
									
									
									
									
									
									
									
									
AFR	AFRICA	AFR							
BGR	BULGARIA	BGR							
COP	POLICE						COP		
CVL	COMMUNITY						CVL		
CVL	COMMUNITY						CVL		
FRA	FRANCE	FRA							
GOV	GOVERNMENT						GOV		
IRL	IRELAND	IRL							
LEG	PARLIAMENT						LEG		
									
HLH	SOCIAL WORKER						HLH		
KEN	KENYA	KEN							
MDV	MALDIVE	MDV							
MDV	MALDIVE	MDV							
									
CHN	CHINA	CHN							
COP	POLICE						COP		
EDU	UNIVERSITY						EDU		
AUS	AUSTRALIA	AUS							
AUS	AUSTRALIA	AUS							
AUS	AUSTRALIA	AUS							
									
BUS	COMPANY						BUS		
CHRPRO	METHODIST CHURCH				CHR	PRO			
ITA	ITALY	ITA							
CHR	CHRISTIAN				CHR				
									
									
EDU	SCHOOL						EDU		
EDU	STUDENT						EDU		
EDU	STUDENT						EDU		
HIN	HINDU				HIN				
IND	MAHARASHTRA	IND							
IND	MAHARASHTRA	IND							
KENMED	KENYAN	KEN					MED		
KENMED	KENYAN	KEN					MED		
									
									
JEW	JEWISH				JEW				
MEX	MEXICO CITY	MEX							
USA	UNITED STATES	USA							
USA	UNITED STATES	USA							
AFR	AFRICA	AFR							
AFR	AFRICA	AFR							
									
									
									
									
									
COP	POLICE						COP		
GBR	UNITED KINGDOM	GBR							
									
GOV	GOVERNMENT						GOV		
ITA	ITALY	ITA							
MNG	MONGOLIAN	MNG							
									
									
ITA	ITALY	ITA							
JPN	JAPAN	JPN							
KOR	SEOUL	KOR							
LAB	WORKER						LAB		
MED	WEBSITE						MED		
									
									
AFR	AFRICA	AFR							
RUS	RUSSIA	RUS							
COP	POLICE						COP		
COP	POLICE						COP		
kan	KANNADA			kan					
									
IRLCVL	IRELAND	IRL					CVL		
GBR	BRITAIN	GBR							
USA	AMERICAN	USA							
USA	UNITED STATES	USA							
JEW	JEWISH				JEW				
JEW	JEWISH				JEW				
									
MED	JOURNALIST						MED		
USA	ARKANSAS	USA							
ARE	UNITED ARAB EMIRATES	ARE							
MMRGOV	MYANMAR	MMR					GOV		
PAKGOV	PAKISTAN	PAK					GOV		
									
									
CVL	VILLAGE						CVL		
EDU	STUDENT						EDU		
NGA	NIGERIAN	NGA							
PTY	POLITICAL PARTIES								
AFR	AFRICA	AFR							
									
									
									
AFR	AFRICA	AFR							
GOV	FOREIGN MINIST						GOV		
PTY	DEMOCRATIC PARTY								
AFR	AFRICA	AFR							
AFR	AFRICA	AFR							
GOV	GOVERNMENT						GOV		
DJI	DJIBOUTI	DJI							
NGA	NIGERIAN	NGA							
									
									
LAB	WORKER						LAB		
LEG	CONGRESS						LEG		
MIL	CARRIER						MIL		
									
IND	KARNATAKA	IND							
KEN	KENYA	KEN							
									
LAB	WORKER						LAB		
									
									
GOV	GOVERNMENT						GOV		
UKR	UKRAINE	UKR							
									
AFR	AFRICA	AFR							
AFR	AFRICA	AFR							
COP	POLICE OFFICER						COP		
CVL	COMMUNITY						CVL		
CVL	COMMUNITY						CVL		
ITA	ITALY	ITA							
ITA	ITALY	ITA							
RAD	EXTREMIST						RAD		
SPY	INTELLIGENCE						SPY		
									
KOR	SOUTH KOREA	KOR							
KOR	SEOUL	KOR							
IND	MAHARASHTRA	IND							
IND	MAHARASHTRA	IND							
MYS	MALAYSIA	MYS							
CAN	CANADA	CAN							
MEX	MEXICAN	MEX							
BHR	BAHRAIN	BHR							
BUS	BUSINESS						BUS		
BUS	BUSINESS						BUS		
CAN	CANADA	CAN							
CAN	CANADA	CAN							
GOV	PRESIDENT						GOV		
GOV	AMBASSADOR						GOV		
GOV	AMBASSADOR						GOV		
IGOEUREEC	EUROPEAN PARLIAMENT	EUR	EEC				IGO		
MED	MEDIA						MED		
MED	TELEVISION						MED		
USAMED	REUTERS	USA					MED		
ZAF	WESTERN CAPE	ZAF							
									
									
									
GOV	SECURITY COUNCIL						GOV		
GOV	SECURITY COUNCIL						GOV		
IND	DELHI	IND							
MED	TELECOM						MED		
ITA	ITALY	ITA							
KEN	KENYA	KEN							
									
COP	POLICE						COP		
JUD	SUPREME COURT						JUD		
idg	INDIGENOUS			idg					
									
									
IGOEUREEC	THE EU	EUR	EEC				IGO		
IGOEUREEC	THE EU	EUR	EEC				IGO		
IGOEUREEC	THE EU	EUR	EEC				IGO		
									
									
GOV	GOVERNMENT						GOV		
GOVBUS	PUBLIC SECTOR						GOV	BUS	
LEG	MEMBER OF PARLIAMENT						LEG		
IGOEUREEC	THE EU	EUR	EEC				IGO		
IGOEUREEC	THE EU	EUR	EEC				IGO		
IGOEUREEC	THE EU	EUR	EEC				IGO		
IGOEUREEC	THE EU	EUR	EEC				IGO		
									
									
									
AFG	AFGHANISTAN	AFG							
BLR	BELARUS	BLR							
GOV	MAYOR						GOV		
									
									
									
LUXBUS	LUXEMBOURG	LUX					BUS		
BUS	COMPANY						BUS		
MNCUSA	DISNEY	USA					MNC		
									
FRABUS	FRANCE	FRA					BUS		
FRA	FRENCH	FRA							
FRA	FRENCH	FRA							
AFG	AFGHANISTAN	AFG							
AFR	AFRICA	AFR							
BUS	COMPANIES						BUS		
BUS	BUSINESS						BUS		
CVL	COMMUNITY						CVL		
HUN	HUNGARY	HUN							
MYS	MALAYSIA	MYS							
OPP	THE OPPOSITION						OPP		
AUS	AUSTRALIA	AUS							
AUSGOV	AUSTRALIA	AUS					GOV		
COP	PRISON						COP		
									
BUS	COMPANY						BUS		
									
									
GOV	GOVERNING PARTY						GOV		
IGOEUREEC	THE EU	EUR	EEC				IGO		
IGOEUREEC	THE EU	EUR	EEC				IGO		
IGOEUREEC	THE EU	EUR	EEC				IGO		
IGOEUREEC	THE EU	EUR	EEC				IGO		
									
CVL	TENANTS						CVL		
									
									
ALBGOV	ALBANIA	ALB					GOV		
MYS	MALAYSIA	MYS							
USAMED	REUTERS	USA					MED		
BUS	COMPANY						BUS		
BUS	COMPANY						BUS		
									
									
									
AUS	AUSTRALIA	AUS							
CRM	CRIMINAL						CRM		
CRM	CRIMINAL						CRM		
CRM	CRIMINAL						CRM		
LEG	PARLIAMENT HOUSE						LEG		
PAK	PAKISTAN	PAK							
PAK	PAKISTAN	PAK							
JUD	JUDGE						JUD		
JUD	JUDGE						JUD		
MED	JOURNALIST						MED		
MED	JOURNALIST						MED		
MED	JOURNALIST						MED		
MED	JOURNALIST						MED		
ARE	UNITED ARAB EMIRATES	ARE							
PAK	PAKISTAN	PAK							
PAK	PAKISTAN	PAK							
PAK	PAKISTAN	PAK							
PAK	PAKISTAN	PAK							
CAN	ONTARIO	CAN							
CAN	ONTARIO	CAN							
EDU	SCHOOL						EDU		
									
AFR	AFRICA	AFR							
AFR	AFRICA	AFR							
BUS	COMPANY						BUS		
									
ELI	ACTOR						ELI		
IGOEUREEC	THE EU	EUR	EEC				IGO		
IGOEUREEC	THE EU	EUR	EEC				IGO		
IGOEUREEC	THE EU	EUR	EEC				IGO		
									
NLDGOV	NETHERLANDS	NLD					GOV		
NLDGOV	NETHERLANDS	NLD					GOV		
									
									
									
IRNCOP	IRAN	IRN					COP		
KEN	KENYA	KEN							
KEN	KENYA	KEN							
									
JUD	HIGH COURT						JUD		
									
LVA	LATVIA	LVA							
									
									
									
CAN	CANADA	CAN							
CRM	CRIMINAL						CRM		
CVL	COMMUNITY						CVL		
ISR	ISRAEL	ISR							
USA	UNITED STATES	USA							
									
									
ITA	ITALIAN	ITA							
GOV	PRESIDENT						GOV		
EDU	UNIVERSITY						EDU		
EDUGOV	STUDENT						EDU	GOV	
COP	POLICE						COP		
AFR	AFRICA	AFR							
BGD	DHAKA	BGD							
FRA	CANNES	FRA							
GOV	MINIST OF HOME AFFAIRS						GOV		
GOV	KING						GOV		
HIN	HINDU PILGRIM				HIN				
HINAST700	YOGA				HIN				
HLH	HOSPITAL						HLH		
IDN	BALI	IDN							
IGOEUREEC	EUROPEAN PARLIAMENT	EUR	EEC				IGO		
IND	DELHI	IND							
IRL	IRELAND	IRL							
IRN	IRAN	IRN							
ISRGOV	ISRAELI	ISR					GOV		
ITA	ITALY	ITA							
KWT	KUWAIT	KWT							
MDV	MALE	MDV							
MUS	MAURITIUS	MUS							
PHL	CEBU	PHL							
GOV	PRESIDENT						GOV		
MDG	MADAGASCAR	MDG							
MDG	MADAGASCAR	MDG							
BHR	BAHRAIN	BHR							
									
									
									
ARE	UNITED ARAB EMIRATES	ARE							
GOV	PRESIDENT						GOV		
ISR	ISRAEL	ISR							
ISR	ISRAELI	ISR							
ISRGOV	ISRAEL	ISR					GOV		
ISRGOV	ISRAEL	ISR					GOV		
ISR	ISRAELI	ISR							
AFR	AFRICA	AFR							
AFR	AFRICA	AFR							
CHN	CHINA	CHN							
HLH	DOCTOR						HLH		
JOR	JORDAN	JOR							
BUS	COMPANIES						BUS		
GOV	PRESIDENT						GOV		
									
CHRCTH	CATHOLIC				CHR	CTH			
COPGOV	DEPUTY						COP	GOV	
IRN	IRAN	IRN							
JOR	JORDAN	JOR							
PHL	CEBU	PHL							
PHLCOP	PHILIPPINE	PHL					COP		
COP	DEPUTY						COP		
LEG	CONGRESS						LEG		
									
									
									
									
GOV	MINIST						GOV		
USA	NEW YORK CITY	USA							
									
									
									
COP	PRISON						COP		
HLH	DOCTOR						HLH		
USA	SOUTH CAROLINA	USA							
									
GBR	WELSH	GBR							
									
									
									
BHR	BAHRAIN	BHR							
BUS	BUSINESS						BUS		
CHRCTH454	JESUITS				CHR	CTH			
EGY	EGYPT	EGY							
EGY	EGYPT	EGY							
HLH	HOSPITAL						HLH		
IRL	IRELAND	IRL							
MED	TELEVISION						MED		
USAELI	BILL CLINTON	USA					ELI		
									
									
									
OPP	REFORMER						OPP		
									
BUS	COMPANY						BUS		
GOV	PRIME MINISTER						GOV		
BGD	BANGLADESHI	BGD							
CVL	CIVILIAN						CVL		
EDU	SCHOOL						EDU		
LAB	EMPLOYEE						LAB		
SIK	SIKH				SIK				
LEG	REPRESENTATIVES						LEG		
									
